student_id,dominant_background,years_experience,gpa,skill_python,skill_sql,skill_machine_learning,skill_data_analysis,skill_deep_learning,skill_javascript,skill_react,skill_node_js,skill_java,skill_aws,skill_docker,skill_kubernetes,skill_communication,skill_teamwork,skill_problem_solving,skill_project_management,skill_excel,skill_tableau,skill_spark,skill_statistics
STU_0543,Backend Developer,1.0,3.15,0.676,0.658,0.287,0.03,0.168,0.11,0.095,0.662,0.935,0.766,0.839,0.25,0.161,0.0,0.255,0.0,0.0,0.176,0.24,0.132
STU_0544,Frontend Developer,6.9,3.11,0.269,0.163,0.408,0.435,0.277,0.784,0.817,0.283,0.194,0.042,0.151,0.239,0.402,0.01,0.624,0.192,0.126,0.159,0.094,0.0
STU_0545,Project Manager,1.4,2.69,0.153,0.217,0.263,0.302,0.105,0.0,0.391,0.258,0.057,0.242,0.36,0.459,0.938,1.0,0.619,0.945,0.65,0.251,0.442,0.237
STU_0546,Data Scientist,7.4,3.31,1.0,0.777,0.967,0.848,0.64,0.052,0.258,0.024,0.146,0.104,0.0,0.148,0.565,0.168,0.2,0.465,0.246,0.25,0.274,0.931
STU_0547,Full Stack Developer,6.3,3.1,0.707,0.336,0.513,0.438,0.233,0.588,0.882,0.696,0.28,0.008,0.934,0.0,0.21,0.0,0.194,0.136,0.371,0.136,0.371,0.046
STU_0548,Frontend Developer,7.4,3.31,0.274,0.255,0.308,0.24,0.299,0.765,0.958,0.741,0.0,0.273,0.302,0.419,0.809,0.215,0.765,0.09,0.142,0.0,0.423,0.268
STU_0549,Data Scientist,7.8,2.22,1.0,0.849,0.761,0.43,0.659,0.067,0.293,0.343,0.367,0.462,0.385,0.462,0.907,0.42,0.194,0.007,0.572,0.209,0.384,0.717
STU_0550,DevOps Engineer,6.7,3.74,0.538,0.185,0.269,0.361,0.036,0.299,0.384,0.552,0.306,0.831,0.709,1.0,0.311,0.197,0.557,0.06,0.295,0.253,0.0,0.295
STU_0551,DevOps Engineer,1.7,2.66,0.631,0.13,0.349,0.253,0.399,0.212,0.221,0.157,0.239,1.0,0.825,0.997,0.068,0.0,0.831,0.256,0.183,0.0,0.246,0.24
STU_0552,ML Engineer,7.5,3.09,0.862,0.298,0.962,0.068,0.821,0.333,0.024,0.209,0.401,0.509,0.873,0.443,0.167,0.149,0.355,0.172,0.0,0.185,0.671,0.811
STU_0553,Data Scientist,5.1,3.96,1.0,0.691,0.671,1.0,0.568,0.364,0.0,0.182,0.276,0.187,0.023,0.0,0.928,0.237,0.375,0.339,0.29,0.152,0.273,1.0
STU_0554,Data Scientist,5.2,2.96,0.675,0.459,1.0,0.777,0.907,0.401,0.438,0.333,0.062,0.0,0.424,0.0,0.938,0.3,0.189,0.266,0.27,0.17,0.414,1.0
STU_0555,Backend Developer,2.2,3.01,0.896,0.497,0.267,0.311,0.076,0.346,0.196,0.618,0.944,0.437,0.83,0.0,0.243,0.207,0.119,0.258,0.188,0.358,0.284,0.268
STU_0556,ML Engineer,0.2,2.64,0.855,0.237,0.874,0.367,0.814,0.256,0.0,0.341,0.113,0.544,0.947,0.305,0.347,0.268,0.186,0.158,0.317,0.37,0.59,1.0
STU_0557,DevOps Engineer,1.8,3.31,0.342,0.0,0.138,0.165,0.302,0.196,0.327,0.207,0.202,0.813,1.0,0.67,0.245,0.173,0.917,0.197,0.201,0.16,0.409,0.2
STU_0558,Data Scientist,7.2,3.11,0.903,0.678,0.985,0.812,0.622,0.201,0.249,0.253,0.26,0.214,0.435,0.263,1.0,0.207,0.344,0.091,0.41,0.094,0.268,0.76
STU_0559,Full Stack Developer,4.8,3.72,0.482,0.659,0.431,0.27,0.007,0.964,0.566,0.912,0.283,0.292,0.878,0.076,0.292,0.389,0.103,0.088,0.157,0.249,0.0,0.283
STU_0560,Full Stack Developer,5.9,3.58,0.677,0.987,0.3,0.154,0.08,0.836,0.695,0.978,0.061,0.503,0.791,0.169,0.47,0.083,0.231,0.009,0.477,0.0,0.0,0.105
STU_0561,DevOps Engineer,2.6,3.49,0.618,0.353,0.183,0.263,0.448,0.163,0.085,0.271,0.311,0.917,1.0,0.87,0.219,0.256,0.843,0.442,0.255,0.154,0.279,0.351
STU_0562,Project Manager,7.4,3.9,0.0,0.0,0.391,0.266,0.197,0.304,0.489,0.412,0.344,0.067,0.086,0.0,0.995,1.0,0.979,1.0,0.677,0.115,0.076,0.175
STU_0563,Project Manager,5.0,2.88,0.005,0.17,0.0,0.244,0.2,0.146,0.06,0.2,0.118,0.179,0.494,0.226,0.98,0.83,0.682,0.947,1.0,0.157,0.254,0.076
STU_0564,Data Scientist,7.7,2.62,1.0,0.789,1.0,0.848,0.246,0.034,0.26,0.236,0.198,0.12,0.341,0.125,0.746,0.229,0.145,0.068,0.136,0.481,0.367,0.953
STU_0565,Frontend Developer,7.5,3.2,0.364,0.336,0.221,0.144,0.0,1.0,1.0,0.398,0.086,0.386,0.104,0.467,0.684,0.142,0.707,0.142,0.369,0.333,0.363,0.228
STU_0566,Full Stack Developer,3.1,3.22,0.536,0.92,0.35,0.186,0.061,1.0,0.721,0.78,0.432,0.124,0.552,0.165,0.003,0.247,0.086,0.114,0.094,0.112,0.074,0.237
STU_0567,Frontend Developer,4.7,3.12,0.553,0.177,0.291,0.308,0.191,0.941,0.903,0.53,0.112,0.126,0.203,0.0,0.924,0.524,0.726,0.3,0.362,0.001,0.339,0.136
STU_0568,DevOps Engineer,0.4,3.44,0.736,0.173,0.53,0.123,0.375,0.294,0.261,0.234,0.1,0.512,1.0,0.827,0.375,0.253,0.98,0.32,0.0,0.292,0.148,0.375
STU_0569,Full Stack Developer,7.5,3.52,0.559,0.563,0.135,0.0,0.111,0.58,0.484,0.817,0.28,0.195,0.525,0.058,0.152,0.077,0.191,0.0,0.305,0.115,0.256,0.333
STU_0570,Project Manager,7.1,3.12,0.0,0.126,0.365,0.276,0.477,0.456,0.245,0.162,0.056,0.129,0.139,0.111,0.762,0.96,1.0,1.0,0.652,0.352,0.252,0.194
STU_0571,Frontend Developer,1.8,3.74,0.298,0.221,0.091,0.083,0.246,0.964,0.853,0.33,0.388,0.356,0.0,0.401,0.669,0.228,0.871,0.448,0.35,0.236,0.0,0.0
STU_0572,Frontend Developer,2.0,2.88,0.078,0.16,0.116,0.112,0.361,0.933,0.866,0.899,0.0,0.282,0.043,0.176,0.722,0.327,0.661,0.145,0.158,0.038,0.295,0.242
STU_0573,Data Scientist,3.8,2.98,0.965,0.69,0.871,1.0,0.753,0.412,0.256,0.403,0.138,0.17,0.379,0.327,0.656,0.043,0.169,0.097,0.459,0.314,0.085,0.643
STU_0574,Frontend Developer,1.3,3.44,0.175,0.367,0.055,0.543,0.059,0.689,1.0,0.698,0.173,0.257,0.261,0.221,0.506,0.0,0.573,0.472,0.478,0.161,0.056,0.242
STU_0575,Frontend Developer,2.9,3.14,0.0,0.674,0.37,0.17,0.092,1.0,0.974,0.514,0.269,0.183,0.26,0.309,0.751,0.244,0.909,0.0,0.08,0.204,0.091,0.141
STU_0576,Backend Developer,0.5,2.96,0.426,0.736,0.209,0.206,0.283,0.271,0.179,0.521,0.734,0.507,0.657,0.304,0.261,0.324,0.142,0.426,0.301,0.217,0.291,0.099
STU_0577,Backend Developer,4.6,3.31,0.812,0.812,0.179,0.073,0.0,0.414,0.169,0.636,0.699,0.788,0.832,0.055,0.375,0.178,0.108,0.156,0.083,0.002,0.316,0.167
STU_0578,Full Stack Developer,4.4,3.35,0.682,0.393,0.07,0.285,0.009,0.856,0.491,0.802,0.441,0.316,0.322,0.327,0.473,0.62,0.271,0.0,0.265,0.439,0.172,0.356
STU_0579,Full Stack Developer,0.7,3.37,0.227,0.557,0.199,0.145,0.005,0.725,0.749,0.787,0.209,0.31,0.549,0.404,0.052,0.489,0.367,0.147,0.157,0.231,0.29,0.364
STU_0580,DevOps Engineer,7.3,3.08,0.283,0.173,0.418,0.0,0.0,0.233,0.408,0.249,0.0,0.648,0.915,0.723,0.221,0.229,0.727,0.472,0.289,0.382,0.338,0.177
STU_0581,Data Scientist,7.7,2.83,1.0,0.602,1.0,0.788,0.632,0.166,0.132,0.526,0.134,0.154,0.1,0.206,0.685,0.032,0.136,0.291,0.354,0.204,0.209,0.746
STU_0582,Backend Developer,4.0,3.1,0.467,0.695,0.336,0.136,0.148,0.145,0.387,0.561,0.842,0.59,0.71,0.237,0.209,0.319,0.196,0.462,0.207,0.0,0.296,0.259
STU_0583,DevOps Engineer,6.1,3.4,0.283,0.0,0.447,0.112,0.345,0.0,0.043,0.302,0.185,0.981,0.898,0.869,0.098,0.021,1.0,0.435,0.044,0.034,0.148,0.251
STU_0584,ML Engineer,7.4,3.11,0.893,0.183,1.0,0.121,1.0,0.417,0.276,0.0,0.205,0.623,0.703,0.041,0.313,0.348,0.376,0.143,0.041,0.253,0.863,0.71
STU_0585,Backend Developer,5.2,2.98,0.624,0.899,0.184,0.261,0.276,0.252,0.284,0.572,0.663,0.594,0.697,0.122,0.236,0.336,0.378,0.412,0.003,0.026,0.157,0.212
STU_0586,DevOps Engineer,7.3,3.38,0.554,0.272,0.001,0.552,0.203,0.358,0.113,0.286,0.215,1.0,0.87,1.0,0.0,0.342,0.818,0.047,0.493,0.477,0.0,0.227
STU_0587,Full Stack Developer,4.5,3.43,0.827,0.896,0.24,0.542,0.341,0.747,0.617,0.987,0.081,0.139,0.564,0.253,0.171,0.002,0.374,0.139,0.503,0.246,0.39,0.295
STU_0588,Full Stack Developer,7.9,3.05,0.635,0.864,0.573,0.16,0.319,0.799,0.776,0.806,0.0,0.17,0.75,0.085,0.338,0.228,0.171,0.336,0.302,0.263,0.352,0.23
STU_0589,Backend Developer,3.6,3.52,0.429,0.899,0.334,0.341,0.273,0.345,0.0,0.684,0.588,0.546,0.942,0.364,0.299,0.173,0.051,0.228,0.367,0.261,0.0,0.216
STU_0590,Backend Developer,1.8,3.09,0.596,0.617,0.323,0.284,0.235,0.529,0.295,0.603,0.878,0.557,0.89,0.242,0.257,0.0,0.209,0.192,0.046,0.167,0.265,0.199
STU_0591,Backend Developer,3.0,2.65,0.63,0.829,0.213,0.138,0.132,0.21,0.344,0.742,1.0,0.77,0.925,0.405,0.434,0.027,0.297,0.383,0.41,0.084,0.299,0.211
STU_0592,DevOps Engineer,5.1,2.69,0.485,0.0,0.222,0.54,0.193,0.215,0.283,0.183,0.255,0.959,0.773,0.886,0.311,0.339,0.995,0.25,0.253,0.313,0.111,0.105
STU_0593,Backend Developer,7.9,3.28,0.761,0.957,0.093,0.265,0.106,0.048,0.508,0.55,0.608,0.632,0.74,0.3,0.5,0.083,0.113,0.441,0.341,0.32,0.112,0.369
STU_0594,Backend Developer,5.1,3.08,0.612,0.816,0.447,0.036,0.08,0.106,0.138,0.698,0.944,0.669,0.709,0.242,0.294,0.0,0.361,0.076,0.133,0.251,0.189,0.273
STU_0595,ML Engineer,6.7,3.46,1.0,0.306,0.945,0.304,0.694,0.526,0.037,0.217,0.157,0.651,0.632,0.084,0.378,0.019,0.348,0.297,0.143,0.28,0.576,0.535
STU_0596,Backend Developer,0.6,2.66,0.791,0.836,0.141,0.171,0.151,0.0,0.209,0.778,0.81,0.865,0.549,0.101,0.22,0.237,0.0,0.29,0.237,0.0,0.182,0.079
STU_0597,ML Engineer,4.4,2.76,0.962,0.464,0.94,0.0,0.843,0.171,0.035,0.253,0.332,0.6,0.453,0.0,0.1,0.177,0.123,0.098,0.285,0.269,0.63,0.822
STU_0598,Data Analyst,1.9,3.08,0.522,0.811,0.0,0.818,0.366,0.32,0.279,0.22,0.417,0.041,0.055,0.369,0.804,0.099,0.283,0.134,0.674,0.57,0.248,0.731
STU_0599,Project Manager,2.1,2.87,0.154,0.416,0.348,0.222,0.0,0.078,0.042,0.205,0.124,0.44,0.0,0.026,0.937,0.978,0.412,0.69,0.66,0.403,0.483,0.138
STU_0600,Full Stack Developer,2.8,3.24,0.695,0.929,0.388,0.196,0.074,0.801,0.907,0.74,0.0,0.146,0.558,0.0,0.235,0.276,0.479,0.0,0.31,0.345,0.278,0.049
STU_0601,Backend Developer,2.9,2.72,0.714,0.716,0.394,0.14,0.0,0.166,0.272,0.751,0.85,0.824,0.533,0.136,0.432,0.0,0.192,0.384,0.382,0.299,0.303,0.044
STU_0602,Project Manager,1.2,3.18,0.029,0.258,0.126,0.231,0.265,0.467,0.265,0.107,0.301,0.075,0.337,0.21,0.96,0.633,0.462,0.725,0.962,0.028,0.31,0.104
STU_0603,Project Manager,7.6,2.85,0.447,0.288,0.258,0.395,0.105,0.36,0.335,0.333,0.177,0.134,0.07,0.079,0.762,0.955,0.766,1.0,0.773,0.041,0.037,0.166
STU_0604,Backend Developer,6.4,3.29,0.954,0.57,0.503,0.243,0.348,0.33,0.293,0.949,0.638,0.577,0.572,0.0,0.101,0.481,0.174,0.498,0.513,0.649,0.486,0.554
STU_0605,Full Stack Developer,6.9,2.66,0.644,0.7,0.222,0.313,0.13,0.593,0.755,0.696,0.112,0.179,0.544,0.367,0.175,0.374,0.231,0.187,0.224,0.006,0.251,0.327
STU_0606,Frontend Developer,6.0,2.93,0.0,0.119,0.408,0.233,0.084,0.682,0.797,0.387,0.34,0.352,0.043,0.313,0.798,0.023,0.687,0.251,0.224,0.0,0.22,0.295
STU_0607,Project Manager,5.8,2.05,0.118,0.169,0.244,0.215,0.291,0.031,0.26,0.089,0.178,0.456,0.0,0.158,0.709,0.923,0.957,0.975,0.682,0.399,0.25,0.323
STU_0608,Frontend Developer,2.9,3.48,0.188,0.038,0.076,0.421,0.144,1.0,0.689,0.337,0.314,0.149,0.246,0.183,0.679,0.154,0.727,0.296,0.442,0.17,0.141,0.122
STU_0609,Frontend Developer,7.4,3.18,0.0,0.0,0.075,0.235,0.195,0.977,0.874,0.71,0.316,0.212,0.372,0.0,0.687,0.221,0.79,0.0,0.161,0.26,0.272,0.378
STU_0610,ML Engineer,6.6,3.1,1.0,0.17,0.922,0.319,0.793,0.254,0.344,0.307,0.385,1.0,0.805,0.131,0.277,0.27,0.292,0.424,0.0,0.427,0.878,0.785
STU_0611,Full Stack Developer,5.0,3.25,0.601,0.805,0.295,0.308,0.294,0.935,0.818,0.646,0.325,0.479,0.596,0.425,0.062,0.196,0.104,0.407,0.446,0.185,0.376,0.448
STU_0612,Frontend Developer,0.8,3.23,0.31,0.074,0.217,0.521,0.125,1.0,0.979,0.475,0.233,0.463,0.283,0.306,0.94,0.157,0.543,0.465,0.22,0.334,0.086,0.258
STU_0613,Full Stack Developer,4.7,3.5,0.503,0.568,0.155,0.0,0.026,0.917,0.752,0.639,0.282,0.068,0.708,0.183,0.151,0.186,0.584,0.086,0.234,0.317,0.056,0.0
STU_0614,Data Scientist,5.7,3.32,0.849,0.665,1.0,0.779,0.587,0.0,0.248,0.234,0.319,0.028,0.171,0.008,0.663,0.422,0.152,0.0,0.098,0.0,0.006,0.901
STU_0615,Data Analyst,7.1,2.58,0.604,0.82,0.234,0.759,0.326,0.095,0.142,0.124,0.303,0.282,0.0,0.238,0.538,0.149,0.184,0.147,0.875,0.808,0.084,0.579
STU_0616,Backend Developer,5.0,3.02,0.628,1.0,0.0,0.149,0.111,0.501,0.119,0.628,0.645,0.601,0.741,0.067,0.348,0.241,0.328,0.151,0.236,0.168,0.419,0.217
STU_0617,Backend Developer,2.9,3.02,0.623,0.836,0.323,0.097,0.219,0.228,0.254,0.444,0.661,0.395,0.705,0.065,0.126,0.021,0.14,0.031,0.314,0.272,0.223,0.155
STU_0618,ML Engineer,7.5,3.38,0.786,0.237,0.993,0.249,0.989,0.115,0.109,0.356,0.225,0.663,0.977,0.287,0.171,0.097,0.399,0.231,0.204,0.301,0.732,0.782
STU_0619,Data Scientist,3.5,2.94,0.983,0.59,1.0,0.715,0.646,0.0,0.185,0.114,0.22,0.251,0.057,0.196,0.909,0.003,0.072,0.329,0.212,0.223,0.353,0.681
STU_0620,Frontend Developer,1.7,3.16,0.148,0.401,0.0,0.021,0.0,1.0,0.808,0.451,0.0,0.161,0.33,0.238,0.684,0.0,0.651,0.222,0.051,0.298,0.333,0.121
STU_0621,Backend Developer,7.8,3.55,0.872,1.0,0.036,0.315,0.396,0.054,0.114,0.612,0.78,0.547,0.67,0.326,0.0,0.054,0.3,0.283,0.041,0.284,0.399,0.193
STU_0622,Full Stack Developer,6.1,3.15,0.858,0.567,0.206,0.364,0.217,0.538,0.767,0.653,0.009,0.0,0.779,0.075,0.25,0.287,0.224,0.244,0.257,0.221,0.086,0.073
STU_0623,Backend Developer,6.4,3.37,0.764,0.965,0.252,0.078,0.0,0.085,0.0,0.59,0.836,0.613,0.979,0.272,0.486,0.307,0.363,0.146,0.039,0.133,0.198,0.106
STU_0624,ML Engineer,6.3,2.41,0.749,0.0,0.732,0.165,0.651,0.166,0.29,0.286,0.101,0.504,0.614,0.298,0.333,0.253,0.38,0.459,0.128,0.423,0.561,0.853
STU_0625,Frontend Developer,0.4,2.74,0.055,0.017,0.0,0.332,0.51,0.861,1.0,0.723,0.231,0.196,0.163,0.281,0.831,0.269,0.764,0.192,0.0,0.335,0.007,0.293
STU_0626,Data Analyst,5.6,3.19,0.509,1.0,0.188,0.717,0.32,0.084,0.0,0.278,0.063,0.248,0.078,0.306,0.828,0.0,0.257,0.157,1.0,0.759,0.313,0.593
STU_0627,Backend Developer,7.3,3.56,0.646,1.0,0.177,0.016,0.076,0.345,0.175,0.667,0.959,0.463,0.365,0.072,0.236,0.163,0.0,0.352,0.225,0.258,0.263,0.005
STU_0628,Project Manager,3.1,3.46,0.371,0.308,0.277,0.0,0.198,0.057,0.392,0.37,0.057,0.193,0.237,0.335,0.649,0.569,0.806,0.57,0.724,0.289,0.385,0.107
STU_0629,Backend Developer,6.1,3.41,0.524,0.937,0.241,0.109,0.221,0.179,0.317,0.646,0.834,0.507,0.559,0.226,0.065,0.32,0.289,0.085,0.232,0.085,0.0,0.11
STU_0630,Data Analyst,1.1,2.99,0.622,1.0,0.053,0.843,0.447,0.0,0.132,0.039,0.171,0.135,0.29,0.238,0.604,0.112,0.2,0.311,1.0,0.805,0.048,0.686
STU_0631,Data Scientist,5.4,3.85,0.971,0.359,0.983,0.829,0.584,0.42,0.011,0.241,0.319,0.226,0.0,0.403,0.668,0.121,0.153,0.143,0.021,0.225,0.11,0.901
STU_0632,ML Engineer,6.6,2.73,0.868,0.08,0.68,0.529,0.899,0.096,0.454,0.403,0.0,0.587,0.68,0.039,0.186,0.307,0.0,0.244,0.375,0.26,0.589,0.6
STU_0633,Full Stack Developer,2.7,3.66,0.636,0.704,0.369,0.113,0.125,0.614,0.766,0.736,0.071,0.085,0.681,0.035,0.048,0.334,0.175,0.343,0.146,0.2,0.223,0.408
STU_0634,Frontend Developer,3.0,2.9,0.106,0.052,0.314,0.407,0.374,0.902,1.0,0.612,0.222,0.229,0.215,0.082,0.597,0.095,0.46,0.221,0.194,0.314,0.389,0.399
STU_0635,Backend Developer,3.3,2.38,0.485,0.94,0.407,0.433,0.273,0.0,0.255,0.783,0.988,0.814,0.836,0.112,0.046,0.28,0.081,0.421,0.0,0.285,0.248,0.169
STU_0636,Data Analyst,0.1,3.19,0.52,0.823,0.367,0.783,0.268,0.006,0.272,0.0,0.514,0.179,0.0,0.092,0.669,0.102,0.145,0.101,0.678,0.526,0.323,0.88
STU_0637,Data Scientist,7.0,3.54,0.731,0.711,0.934,0.867,0.659,0.246,0.042,0.379,0.169,0.451,0.263,0.496,0.876,0.234,0.092,0.095,0.28,0.221,0.112,0.925
STU_0638,Data Analyst,4.1,2.97,0.454,1.0,0.275,1.0,0.347,0.187,0.175,0.467,0.156,0.312,0.143,0.0,0.616,0.261,0.305,0.261,0.972,0.759,0.084,0.789
STU_0639,Frontend Developer,4.2,3.28,0.271,0.212,0.109,0.173,0.412,1.0,0.928,0.509,0.0,0.458,0.355,0.313,0.359,0.206,0.681,0.302,0.132,0.165,0.293,0.084
STU_0640,ML Engineer,4.0,3.37,1.0,0.321,1.0,0.209,1.0,0.0,0.503,0.523,0.268,0.825,0.694,0.169,0.108,0.193,0.283,0.263,0.498,0.215,0.377,0.947
STU_0641,Backend Developer,0.3,2.81,0.616,0.841,0.263,0.0,0.088,0.0,0.293,0.878,0.617,0.749,0.84,0.101,0.0,0.039,0.111,0.431,0.182,0.049,0.222,0.006
STU_0642,Backend Developer,4.1,3.48,0.575,0.856,0.463,0.53,0.044,0.111,0.277,0.875,0.475,0.613,0.627,0.0,0.0,0.115,0.209,0.351,0.253,0.342,0.204,0.094
STU_0643,ML Engineer,4.6,2.97,1.0,0.178,0.761,0.25,0.872,0.385,0.098,0.1,0.313,0.639,0.633,0.388,0.0,0.508,0.108,0.33,0.184,0.241,0.561,0.828
STU_0644,Data Analyst,7.3,3.49,0.872,0.904,0.099,0.676,0.48,0.117,0.509,0.26,0.221,0.225,0.532,0.0,0.832,0.16,0.168,0.222,0.76,0.728,0.196,0.503
STU_0645,DevOps Engineer,2.9,3.71,0.519,0.48,0.4,0.327,0.325,0.205,0.371,0.436,0.321,0.814,0.894,0.986,0.326,0.188,0.715,0.438,0.039,0.059,0.001,0.058
STU_0646,Frontend Developer,3.5,3.48,0.189,0.274,0.198,0.021,0.533,1.0,0.953,0.372,0.166,0.096,0.215,0.246,0.649,0.0,1.0,0.236,0.268,0.137,0.0,0.188
STU_0647,Project Manager,7.1,3.21,0.336,0.315,0.348,0.471,0.258,0.365,0.274,0.0,0.177,0.07,0.235,0.081,0.991,1.0,0.981,1.0,0.449,0.02,0.639,0.351
STU_0648,Data Analyst,2.5,3.34,0.591,0.61,0.084,0.883,0.093,0.112,0.584,0.162,0.242,0.236,0.288,0.128,0.987,0.267,0.007,0.184,0.774,0.667,0.276,0.795
STU_0649,Full Stack Developer,1.0,3.74,0.613,0.377,0.317,0.273,0.052,0.842,0.797,0.976,0.277,0.248,0.742,0.154,0.262,0.107,0.367,0.0,0.323,0.203,0.345,0.083
STU_0650,Data Scientist,0.3,3.33,0.913,0.709,0.965,0.743,0.695,0.0,0.1,0.0,0.324,0.26,0.268,0.421,0.653,0.291,0.21,0.187,0.396,0.512,0.135,0.925
STU_0651,Full Stack Developer,7.1,3.16,0.637,0.65,0.0,0.43,0.096,0.764,0.667,0.682,0.236,0.193,0.493,0.222,0.195,0.339,0.0,0.079,0.309,0.104,0.064,0.111
STU_0652,Frontend Developer,4.0,4.0,0.169,0.046,0.316,0.399,0.0,0.667,1.0,0.735,0.0,0.322,0.446,0.071,0.937,0.173,0.747,0.092,0.35,0.325,0.459,0.416
STU_0653,DevOps Engineer,7.0,3.36,0.803,0.281,0.05,0.0,0.0,0.06,0.407,0.273,0.108,0.88,0.861,1.0,0.068,0.252,0.845,0.073,0.438,0.156,0.051,0.328
STU_0654,Full Stack Developer,7.7,3.29,0.422,0.822,0.526,0.011,0.253,0.682,1.0,0.986,0.242,0.016,0.452,0.312,0.0,0.0,0.201,0.22,0.257,0.134,0.338,0.071
STU_0655,Frontend Developer,4.5,3.38,0.29,0.377,0.132,0.101,0.0,0.597,0.874,0.484,0.037,0.069,0.429,0.331,0.511,0.134,0.761,0.106,0.079,0.149,0.364,0.377
STU_0656,Frontend Developer,4.7,2.9,0.199,0.049,0.155,0.01,0.374,1.0,0.838,0.403,0.358,0.382,0.033,0.178,0.691,0.084,0.758,0.095,0.119,0.185,0.0,0.0
STU_0657,Data Scientist,3.6,3.08,1.0,0.996,0.824,1.0,0.741,0.103,0.0,0.303,0.205,0.265,0.166,0.028,0.636,0.306,0.147,0.146,0.0,0.214,0.033,0.938
STU_0658,Data Analyst,6.6,3.76,0.925,0.854,0.134,0.988,0.0,0.388,0.349,0.279,0.0,0.161,0.009,0.369,0.958,0.258,0.02,0.424,0.761,0.971,0.24,0.776
STU_0659,Full Stack Developer,1.3,3.29,0.691,0.916,0.227,0.193,0.289,1.0,0.853,0.821,0.0,0.322,0.384,0.205,0.183,0.0,0.256,0.523,0.153,0.315,0.553,0.329
STU_0660,Backend Developer,2.8,2.87,0.772,1.0,0.382,0.0,0.072,0.189,0.048,0.145,0.691,0.599,0.621,0.05,0.206,0.251,0.13,0.406,0.209,0.069,0.031,0.168
STU_0661,ML Engineer,1.3,3.24,0.989,0.214,1.0,0.259,0.695,0.31,0.316,0.14,0.025,0.78,0.71,0.0,0.238,0.104,0.0,0.147,0.392,0.381,0.742,0.74
STU_0662,Frontend Developer,5.1,3.64,0.034,0.064,0.109,0.41,0.362,0.738,0.908,0.44,0.177,0.12,0.411,0.197,0.732,0.234,0.546,0.216,0.359,0.421,0.028,0.0
STU_0663,Backend Developer,5.3,3.55,0.754,0.902,0.0,0.114,0.0,0.179,0.0,0.9,1.0,0.621,0.473,0.256,0.479,0.271,0.378,0.127,0.069,0.189,0.0,0.54
STU_0664,Project Manager,2.2,3.21,0.131,0.0,0.414,0.031,0.252,0.266,0.211,0.082,0.178,0.057,0.321,0.286,0.897,0.815,1.0,0.755,0.468,0.188,0.161,0.365
STU_0665,Data Scientist,1.4,3.59,0.975,0.772,1.0,0.938,0.498,0.23,0.0,0.195,0.364,0.29,0.245,0.297,0.865,0.414,0.267,0.153,0.0,0.347,0.277,0.823
STU_0666,Frontend Developer,7.5,3.06,0.161,0.195,0.192,0.267,0.028,0.984,0.792,0.397,0.333,0.051,0.333,0.215,0.453,0.405,0.747,0.259,0.351,0.425,0.23,0.293
STU_0667,DevOps Engineer,5.6,2.53,0.362,0.232,0.407,0.287,0.04,0.365,0.154,0.0,0.353,0.758,1.0,1.0,0.166,0.269,1.0,0.35,0.236,0.633,0.218,0.287
STU_0668,ML Engineer,4.0,3.69,0.857,0.206,0.949,0.0,0.899,0.075,0.291,0.34,0.141,0.555,0.932,0.331,0.223,0.42,0.212,0.107,0.05,0.184,0.716,0.908
STU_0669,Project Manager,0.4,3.17,0.168,0.083,0.004,0.124,0.01,0.501,0.266,0.186,0.458,0.005,0.179,0.5,0.878,1.0,0.918,1.0,0.9,0.2,0.127,0.183
STU_0670,Project Manager,0.3,3.77,0.199,0.453,0.289,0.554,0.0,0.017,0.147,0.424,0.184,0.0,0.163,0.02,0.691,1.0,0.747,0.976,0.686,0.162,0.074,0.153
STU_0671,Backend Developer,4.3,2.56,0.842,0.617,0.348,0.271,0.106,0.227,0.286,0.707,0.872,0.471,0.999,0.0,0.287,0.255,0.296,0.094,0.375,0.184,0.022,0.036
STU_0672,DevOps Engineer,4.9,3.57,0.87,0.357,0.474,0.458,0.147,0.07,0.0,0.139,0.465,0.776,0.869,0.817,0.256,0.393,0.569,0.0,0.423,0.31,0.161,0.456
STU_0673,Full Stack Developer,2.7,3.24,0.59,0.791,0.0,0.161,0.311,0.791,0.888,0.983,0.056,0.324,0.451,0.208,0.298,0.075,0.318,0.124,0.113,0.306,0.075,0.067
STU_0674,DevOps Engineer,7.2,2.63,0.382,0.328,0.139,0.0,0.0,0.336,0.071,0.013,0.296,1.0,0.782,1.0,0.508,0.402,0.979,0.247,0.133,0.192,0.266,0.011
STU_0675,ML Engineer,5.3,3.57,0.935,0.212,0.802,0.323,0.643,0.097,0.317,0.339,0.081,0.735,0.583,0.17,0.222,0.284,0.248,0.241,0.038,0.258,0.683,0.803
STU_0676,Data Scientist,1.8,2.7,0.702,0.635,0.859,0.711,0.556,0.233,0.0,0.141,0.0,0.506,0.232,0.219,0.735,0.291,0.347,0.0,0.397,0.387,0.19,0.782
STU_0677,Frontend Developer,2.9,3.11,0.278,0.38,0.309,0.189,0.489,1.0,0.841,0.827,0.036,0.0,0.137,0.086,0.645,0.32,0.695,0.199,0.209,0.0,0.0,0.142
STU_0678,ML Engineer,7.9,3.55,1.0,0.189,0.702,0.081,1.0,0.43,0.289,0.0,0.246,0.758,0.704,0.114,0.146,0.104,0.028,0.405,0.332,0.157,0.653,0.758
